Wall time,Step,Value
1495005707.4595704,34361,0.921875
1495005707.4605389,34362,0.921875
1495005707.4849777,34383,0.90625
1495005707.5563457,34438,0.8671875
1495005707.6619258,34525,0.90625
1495005707.6629038,34526,0.9609375
1495005707.7068982,34564,0.9375
1495005707.724504,34579,0.9140625
1495005707.7469895,34599,0.96875
1495005707.7577336,34608,0.9296875
1495005707.7684867,34617,0.9375
1495005707.8036804,34647,0.90625
1495005707.8623383,34696,0.875
1495005708.0197341,34751,0.9140625
1495005708.057861,34783,0.890625
1495005708.0852454,34805,0.90625
1495005708.1761532,34878,0.9375
1495005708.3570204,35030,0.875
1495005708.415669,35079,0.8828125
1495005708.4577057,35115,0.8984375
1495005708.5300488,35177,0.8828125
1495005708.7109094,35254,0.9375
1495005708.7148185,35257,0.8984375
1495005708.8135574,35333,0.9140625
1495005708.8389888,35354,0.9375
1495005708.8497312,35362,0.921875
1495005708.8653717,35375,0.921875
1495005708.8673265,35377,0.9296875
1495005708.8751473,35383,0.9296875
1495005708.9533567,35447,0.9140625
1495005708.9944165,35481,0.9296875
1495005708.9963825,35483,0.9453125
1495005708.997351,35484,0.890625
1495005709.0960886,35570,0.8828125
1495005709.1000013,35573,0.9140625
1495005709.1312847,35600,0.890625
1495005709.438254,35771,0.9296875
1495005709.4480498,35778,0.9296875
1495005709.568279,35844,0.890625
1495005709.5761056,35849,0.9375
1495005709.7471826,35953,0.921875
1495005709.767711,35970,0.9375
1495005709.9397726,36037,0.9375
1495005709.9642222,36057,0.921875
1495005710.0062628,36094,0.890625
1495005710.0111473,36098,0.9453125
1495005710.0913014,36164,0.8359375
1495005710.158768,36216,0.9453125
1495005710.1753867,36231,0.9453125
1495005710.1929839,36246,0.8984375
1495005710.2115488,36262,0.9140625
1495005710.2262228,36275,0.953125
1495005710.2672741,36310,0.9375
1495005710.2887821,36329,0.9296875
1495005710.2975795,36336,0.921875
1495005710.6671193,36569,0.9296875
1495005710.7453375,36629,0.90625
1495005710.7805204,36659,0.96875
1495005710.802028,36678,0.8671875
1495005710.9066439,36767,0.8984375
1495005710.953569,36806,0.9140625
1495005710.9584465,36810,0.921875
1495005710.9692006,36819,0.90625
1495005710.976045,36825,0.8984375
1495005711.005374,36850,0.9375
1495005711.1627698,36907,0.890625
1495005711.212628,36950,0.9375
1495005711.343629,37053,0.9296875
1495005711.415981,37114,0.8984375
1495005711.480504,37169,0.8671875
1495005711.5186212,37202,0.9296875
1495005711.5626237,37239,0.921875
1495005711.6476772,37311,0.9140625
1495005711.655497,37317,0.890625
1495005711.7571728,37326,0.921875
1495005711.8197272,37380,0.9140625
1495005711.9135807,37455,0.9453125
1495005711.9625556,37489,0.9609375
1495005712.0505674,37561,0.9140625
1495005712.1551719,37649,0.9296875
1495005712.2656536,37745,0.8828125
1495005712.3800497,37764,0.9296875
1495005712.4289145,37807,0.8984375
1495005712.5129812,37876,0.9296875
1495005712.5990114,37941,0.875
1495005712.776937,38091,0.8828125
1495005712.9841917,38192,0.9375
1495005713.05067,38247,0.8828125
1495005713.068267,38262,0.90625
1495005713.1591847,38331,0.90625
1495005713.200244,38365,0.90625
1495005713.2901945,38439,0.90625
1495005713.308761,38455,0.9140625
1495005713.3224466,38466,0.921875
1495005713.363506,38500,0.9375
1495005713.466156,38580,0.90625
1495005713.6303945,38641,0.921875
1495005713.6323516,38642,0.8984375
1495005713.649957,38657,0.9375
1495005713.6998065,38700,0.8828125
1495005713.7262013,38720,0.9140625
1495005713.7829072,38763,0.9375
1495005713.788779,38768,0.9375
1495005713.8738313,38840,0.890625
1495005714.039039,38981,0.8984375
1495005714.0664215,39004,0.8828125
1495005714.0673895,39005,0.921875
1495005714.0703323,39008,0.9375
1495005714.3176723,39141,0.9609375
1495005714.4418156,39237,0.9140625
1495005714.466256,39257,0.9453125
1495005714.5122147,39296,0.9375
1495005714.524923,39307,0.90625
1495005714.906183,39548,0.9609375
1495005714.9599552,39591,0.9296875
1495005715.0137315,39632,0.921875
1495005715.0977979,39702,0.9375
1495005715.1310356,39730,0.921875
1495005715.1916473,39781,0.9609375
1495005715.308963,39878,0.921875
1495005715.320692,39886,0.9453125
1495005715.4428966,39909,0.90625
1495005715.4507153,39914,0.8828125
1495005715.4722228,39931,0.9375
1495005715.5357676,39982,0.90625
1495005715.5875814,40020,0.921875
1495005715.8182988,40211,0.8984375
1495005715.8349204,40224,0.921875
1495005715.9551668,40296,0.9453125
1495005716.2543252,40401,0.8828125
1495005716.3628304,40488,0.9140625
1495005716.3765185,40500,0.9375
1495005716.4146447,40532,0.90625
1495005716.4459393,40560,0.9296875
1495005716.548579,40647,0.890625
1495005716.559342,40657,0.9453125
1495005716.5671525,40663,0.8828125
1495005716.5720408,40667,0.9453125
1495005716.596491,40686,0.8984375
1495005716.6111455,40698,0.921875
1495005716.613111,40700,0.921875
1495005716.62972,40714,0.921875
1495005716.6365733,40720,0.84375
1495005716.8154678,40793,0.9375
1495005717.0569494,40983,0.8984375
1495005717.125381,41040,0.96875
1495005717.1341724,41047,0.9140625
1495005717.2319312,41128,0.90625
1495005717.2514849,41144,0.90625
1495005717.2632253,41154,0.90625
1495005717.283746,41171,0.921875
1495005717.4626486,41244,0.8828125
1495005717.4929683,41270,0.9296875
1495005717.4939337,41271,0.9140625
1495005717.5858383,41341,0.921875
1495005717.6699166,41409,0.8828125
1495005717.6884882,41425,0.921875
1495005717.7637541,41491,0.890625
1495005717.819478,41539,0.9296875
1495005717.838054,41555,0.921875
1495005717.8722699,41584,0.875
1495005717.901608,41609,0.8984375
1495005718.015012,41628,0.90625
1495005718.022824,41634,0.859375
1495005718.1929274,41772,0.9375
1495005718.2017274,41780,0.921875
1495005718.2760248,41844,0.8984375
1495005718.3063414,41871,0.9453125
1495005718.461772,42006,0.8984375
1495005718.4705727,42013,0.9453125
1495005718.49111,42031,0.9140625
1495005718.712044,42134,0.9453125
1495005718.7462718,42158,0.890625
1495005718.7540789,42164,0.8671875
1495005718.7599468,42168,0.8828125
1495005718.7804747,42182,0.9375
1495005718.8537965,42243,0.90625
1495005718.854775,42244,0.90625
1495005718.9329934,42312,0.9453125
1495005718.964268,42339,0.8671875
1495005719.0063145,42376,0.9140625
1495005719.0405302,42405,0.96875
1495005719.0561721,42418,0.921875
1495005719.0933118,42450,0.9140625
1495005719.11483,42468,0.9453125
1495005719.2174692,42478,0.90625
1495005719.2419195,42499,0.9140625
1495005719.2712486,42524,0.8984375
1495005719.3748772,42608,0.90625
1495005719.461874,42678,0.9140625
1495005719.5293386,42736,0.921875
1495005719.5772314,42776,0.921875
1495005719.6085258,42803,0.8515625
1495005719.6446927,42831,0.9296875
1495005719.6505635,42836,0.8828125
1495005719.7170317,42893,0.9453125
1495005719.724853,42899,0.8984375
